protein,gene_id,human_orth_id,human_pident,human_evalue,human_score,dog_orth_id,dog_pident,dog_evalue,dog_score,pig_orth_id,pig_pident,pig_evalue,pig_score,ferret_orth_id,ferret_pident,ferret_evalue,ferret_score
XP_004774207.2,SLCO3A1,,,,,ENSCAFP00000016538,99.7,0.0,1375,ENSSSCP00000002457,98.4,0.0,1361,,,,
XP_004774208.2,ZNF445,,,,,,,,,,,,,ENSMPUP00000012789,98.4,0.0,1104
XP_004774209.2,ZNF445,,,,,,,,,,,,,ENSMPUP00000012789,98.4,0.0,1104
XP_004774210.2,ZNF445,,,,,,,,,,,,,ENSMPUP00000012789,99.9,0.0,1115
XP_004774212.2,ZKSCAN7,,,,,,,,,,,,,ENSMPUP00000012782,100,2.86e-275,783
XP_004774213.2,ABHD5,ENSP00000390849,97.7,2.67e-250,687,ENSCAFP00000006650,98.3,2.78e-252,692,,,,,ENSMPUP00000012832,100,3.68e-257,704
XP_004774214.1,ANO10,,,,,,,,,,,,,ENSMPUP00000012871,100,0.0,1312
XP_004774216.1,ANO10,,,,,ENSCAFP00000006684,96.2,0.0,1237,,,,,ENSMPUP00000012871,97.1,0.0,1263
XP_004774218.1,ANO10,,,,,,,,,,,,,ENSMPUP00000012871,93.2,0.0,1197
XP_004774219.1,ANO10,,,,,,,,,,,,,ENSMPUP00000012871,91.5,0.0,1168
XP_004774220.1,SNRK,,,,,,,,,,,,,ENSMPUP00000012877,100,0.0,1427
XP_004774223.1,CLASP2,,,,,,,,,,,,,ENSMPUP00000012893,96.3,0.0,2795
XP_004774226.1,CLASP2,,,,,,,,,,,,,ENSMPUP00000012893,95.9,0.0,2783
XP_004774234.1,CLASP2,,,,,,,,,,,,,ENSMPUP00000012893,97.7,0.0,2795
XP_004774238.1,CLASP2,,,,,ENSCAFP00000006796,96.8,0.0,2338,,,,,ENSMPUP00000012893,98.6,0.0,2379
XP_004774240.1,CLASP2,,,,,ENSCAFP00000006796,98.3,0.0,2354,,,,,ENSMPUP00000012893,97.1,0.0,2337
XP_004774241.1,FBXL2,ENSP00000417601,99.8,7.72e-89,283,ENSCAFP00000006913,100,5.30e-89,283,,,,,ENSMPUP00000012919,100,9.74e-90,285
XP_004774242.1,UBP1,,,,,ENSCAFP00000006873,99.3,0.0,1066,,,,,ENSMPUP00000012909,100,0.0,1072
XP_004774243.1,UBP1,,,,,ENSCAFP00000006873,92.6,0.0,980,,,,,ENSMPUP00000012909,93.3,0.0,985
XP_004774244.3,SUSD5,,,,,,,,,,,,,ENSMPUP00000012999,100,0.0,1225
XP_004774246.1,LOC101676190,,,,,,,,,,,,,ENSMPUP00000013015,100,1.47e-290,795
XP_004774247.1,LOC101676190,,,,,,,,,,,,,ENSMPUP00000013015,88.5,1.13e-246,682
XP_004774248.1,TMPPE,,,,,,,,,,,,,ENSMPUP00000013021,100,0.0,1381
XP_004774249.1,TMPPE,,,,,,,,,,,,,ENSMPUP00000013021,100,0.0,1231
XP_004774255.1,CCR4,,,,,ENSCAFP00000006935,96.4,2.05e-255,701,,,,,,,,
XP_004774256.1,LOC101679153,,,,,ENSCAFP00000007042,98.2,0.0,1556,,,,,ENSMPUP00000013136,99.4,0.0,1572
XP_004774257.1,LOC101679153,,,,,ENSCAFP00000007042,98.7,0.0,1562,,,,,ENSMPUP00000013136,100,0.0,1578
XP_004774265.1,SNX16,,,,,,,,,,,,,ENSMPUP00000001775,100,6.78e-220,607
XP_004774266.1,CHMP4C,,,,,,,,,,,,,ENSMPUP00000001777,100,1.40e-148,420
XP_004774267.1,ZFAND1,,,,,,,,,,,,,ENSMPUP00000001780,88.1,3.75e-171,480
XP_004774268.1,ZFAND1,,,,,,,,,,,,,ENSMPUP00000001780,99.6,6.55e-162,457
XP_004774269.1,ZFAND1,,,,,,,,,,,,,ENSMPUP00000001780,100,4.04e-202,558
XP_004774270.1,ZFAND1,,,,,,,,,,,,,ENSMPUP00000001780,99.6,4.76e-162,457
XP_004774276.1,FABP4,,,,,ENSCAFP00000012427,97.7,1.87e-88,259,,,,,ENSMPUP00000001787,100,1.13e-89,263
XP_004774277.1,LOC101686444,,,,,,,,,,,,,ENSMPUP00000001791,100,4.42e-87,256
XP_004774278.1,LOC101686730,,,,,,,,,,,,,ENSMPUP00000001794,100,2.19e-87,257
XP_004774284.2,ZBTB10,,,,,,,,,,,,,ENSMPUP00000001803,100,0.0,1327
XP_004774286.1,TPD52,,,,,,,,,,,,,ENSMPUP00000001805,100,2.14e-158,446
XP_004774287.1,TPD52,,,,,,,,,,,,,ENSMPUP00000001805,95.9,2.95e-149,422
XP_004774288.1,TPD52,,,,,,,,,,,,,ENSMPUP00000001805,90.5,4.30e-136,388
XP_004774290.1,LOC101690827,,,,,,,,,,,,,ENSMPUP00000001836,100,9.27e-127,361
XP_004774292.1,HEY1,ENSP00000338272,96.4,4.12e-205,569,,,,,ENSSSCP00000006570,99.0,9.51e-210,580,ENSMPUP00000001843,100,1.41e-211,585
XP_004774300.1,SLITRK2,ENSP00000359521,97.2,0.0,1348,ENSCAFP00000037263,98.1,0.0,1366,,,,,ENSMPUP00000018336,100,0.0,1387
XP_004774301.1,LOC101670425,,,,,,,,,,,,,ENSMPUP00000000452,100,0.0,1231
XP_004774305.2,THSD7B,,,,,,,,,,,,,ENSMPUP00000002222,99.8,0.0,3476
XP_004774307.1,CXCR4,,,,,ENSCAFP00000007600,97.5,6.76e-246,676,ENSSSCP00000016630,98.3,1.73e-248,682,ENSMPUP00000002232,100,4.63e-253,694
XP_004774308.1,DARS1,ENSP00000264161,97.8,0.0,969,ENSCAFP00000007710,99.6,0.0,985,ENSSSCP00000016631,98.0,0.0,971,ENSMPUP00000002235,100,0.0,987
XP_004774310.1,UBXN4,,,,,,,,,,,,,ENSMPUP00000002335,100,5.56e-293,808
XP_004774311.2,R3HDM1,,,,,ENSCAFP00000007596,95.3,0.0,1983,,,,,ENSMPUP00000002386,96.9,0.0,2018
XP_004774312.2,R3HDM1,,,,,ENSCAFP00000007596,95.3,0.0,1983,,,,,ENSMPUP00000002386,96.9,0.0,2018
XP_004774313.2,R3HDM1,,,,,ENSCAFP00000007596,98.2,0.0,1998,,,,,ENSMPUP00000002386,99.9,0.0,2033
XP_004774314.2,R3HDM1,,,,,ENSCAFP00000007596,98.1,0.0,1992,,,,,ENSMPUP00000002386,99.8,0.0,2027
XP_004774315.2,R3HDM1,,,,,ENSCAFP00000007596,91.4,0.0,1882,,,,,ENSMPUP00000002386,93.0,0.0,1917
XP_004774316.2,R3HDM1,,,,,ENSCAFP00000007596,87.9,0.0,1795,,,,,ENSMPUP00000002386,89.4,0.0,1828
XP_004774317.2,R3HDM1,,,,,ENSCAFP00000007596,94.5,0.0,1686,,,,,ENSMPUP00000002386,96.5,0.0,1721
XP_004774320.2,RAB3GAP1,,,,,,,,,,,,,ENSMPUP00000002507,99.8,0.0,1981
XP_004774321.2,RAB3GAP1,,,,,,,,,,,,,ENSMPUP00000002507,99.1,0.0,1962
XP_004774323.2,MAP3K19,,,,,,,,,,,,,ENSMPUP00000002512,99.4,0.0,2982
XP_004774324.2,MAP3K19,,,,,,,,,,,,,ENSMPUP00000002512,99.4,0.0,2467
XP_004774326.1,CCNT2,,,,,ENSCAFP00000007497,96.5,0.0,1157,,,,,,,,
XP_004774328.1,CCNT2,,,,,,,,,,,,,ENSMPUP00000002519,98.7,0.0,1082
XP_004774330.1,CCNT2,,,,,ENSCAFP00000007497,95.6,1.24e-300,840,,,,,,,,
XP_004774332.1,MGAT5,ENSP00000386377,98.4,0.0,1507,ENSCAFP00000007457,98.8,0.0,1514,,,,,ENSMPUP00000002557,100,0.0,1524
XP_004774333.1,MGAT5,ENSP00000386377,98.4,0.0,1507,ENSCAFP00000007457,98.8,0.0,1514,,,,,ENSMPUP00000002557,100,0.0,1524
XP_004774338.1,ITGB1,,,,,ENSCAFP00000005722,98.1,0.0,1515,ENSSSCP00000011838,97.2,0.0,1501,ENSMPUP00000005859,98.7,0.0,1523
XP_004774340.1,NRP1,,,,,ENSCAFP00000005643,97.4,0.0,1870,,,,,ENSMPUP00000005875,100,0.0,1914
XP_004774341.1,NRP1,,,,,ENSCAFP00000005643,96.5,0.0,1845,,,,,ENSMPUP00000005875,99.1,0.0,1889
XP_004774342.1,NRP1,,,,,ENSCAFP00000005643,96.6,0.0,1849,,,,,ENSMPUP00000005875,99.2,0.0,1893
XP_004774343.2,NRP1,,,,,ENSCAFP00000005643,97.3,0.0,1866,,,,,ENSMPUP00000005875,99.9,0.0,1910
XP_004774350.1,CUL2,ENSP00000444856,99.7,0.0,1457,ENSCAFP00000005533,99.7,0.0,1455,,,,,ENSMPUP00000005908,100,0.0,1460
XP_004774351.1,CUL2,ENSP00000444856,99.7,0.0,1457,ENSCAFP00000005533,99.7,0.0,1455,,,,,ENSMPUP00000005908,100,0.0,1460
XP_004774352.1,CUL2,ENSP00000444856,99.7,0.0,1457,ENSCAFP00000005533,99.7,0.0,1455,,,,,ENSMPUP00000005908,100,0.0,1460
XP_004774353.1,CREM,,,,,ENSCAFP00000005495,97.8,4.06e-230,637,,,,,ENSMPUP00000005931,98.1,4.53e-227,629
XP_004774358.1,CREM,,,,,ENSCAFP00000005495,99.0,8.96e-196,548,,,,,,,,
XP_004774359.1,CREM,,,,,ENSCAFP00000005495,99.3,6.93e-196,548,,,,,,,,
XP_004774366.1,CREM,,,,,ENSCAFP00000005495,100,5.31e-66,210,,,,,,,,
XP_004774368.1,CREM,,,,,ENSCAFP00000005495,100,4.92e-57,187,ENSSSCP00000011843,100,2.01e-56,185,ENSMPUP00000005931,100,4.92e-57,187
XP_004774373.1,CCNY,ENSP00000363836,99.1,1.87e-246,676,,,,,,,,,ENSMPUP00000006016,100,3.37e-249,683
XP_004774375.1,CCNY,ENSP00000363836,99.3,2.98e-206,572,ENSCAFP00000005478,99.7,6.75e-208,575,ENSSSCP00000011845,99.7,8.51e-209,577,ENSMPUP00000006016,100,3.11e-208,577
XP_004774377.1,CCNY,ENSP00000363836,98.8,1.19e-179,504,,,,,,,,,ENSMPUP00000006016,99.2,2.06e-180,506
XP_004774378.1,GJD4,,,,,,,,,,,,,ENSMPUP00000006022,100,8.92e-271,741
XP_004774383.1,EEF1AKMT1,,,,,,,,,,,,,ENSMPUP00000000593,100,1.11e-156,439
XP_004774384.1,EEF1AKMT1,,,,,,,,,,,,,ENSMPUP00000000593,100,1.11e-156,439
XP_004774387.2,XPO4,ENSP00000255305,99.7,0.0,2234,ENSCAFP00000010730,99.9,0.0,2234,,,,,,,,
XP_004774388.2,XPO4,ENSP00000255305,99.7,0.0,2094,ENSCAFP00000010730,99.9,0.0,2094,,,,,,,,
XP_004774389.2,XPO4,ENSP00000255305,99.7,0.0,2186,ENSCAFP00000010730,99.9,0.0,2186,,,,,,,,
XP_004774391.1,MRPL57,,,,,,,,,,,,,ENSMPUP00000000611,97.0,2.69e-63,195
XP_004774392.1,MRPL57,,,,,,,,,,,,,ENSMPUP00000000611,97.0,2.69e-63,195
XP_004774393.1,SKA3,,,,,,,,,,,,,ENSMPUP00000000610,100,1.70e-299,816
XP_004774396.1,FGF9,ENSP00000371790,100,8.16e-154,431,ENSCAFP00000038985,100,8.16e-154,431,ENSSSCP00000009895,99.0,2.73e-152,427,ENSMPUP00000000617,100,8.16e-154,431
XP_004774398.1,SGCG,,,,,ENSCAFP00000010630,98.6,7.84e-207,572,,,,,,,,
XP_004774400.1,SACS,,,,,ENSCAFP00000010626,97.9,0.0,8961,,,,,ENSMPUP00000000624,100,0.0,9186
XP_004774401.1,SACS,,,,,ENSCAFP00000010626,97.9,0.0,8961,,,,,ENSMPUP00000000624,100,0.0,9186
XP_004774402.1,SACS,,,,,ENSCAFP00000010626,97.8,0.0,8951,,,,,ENSMPUP00000000624,100.0,0.0,9164
XP_004774403.1,SACS,,,,,ENSCAFP00000010626,97.7,0.0,8934,,,,,ENSMPUP00000000624,99.8,0.0,9160
XP_004774406.1,TNFRSF19,,,,,,,,,,,,,ENSMPUP00000000626,93.5,8.61e-308,839
XP_004774407.1,TNFRSF19,,,,,,,,,,,,,ENSMPUP00000000626,93.5,8.61e-308,839
XP_004774408.1,TNFRSF19,,,,,,,,,,,,,ENSMPUP00000000626,93.5,8.61e-308,839
XP_004774409.1,LOC101679347,,,,,,,,,,,,,ENSMPUP00000000638,100,4.78e-104,315
XP_004774410.1,LOC101679652,,,,,,,,,,,,,ENSMPUP00000000632,100,0.0,1444
XP_004774417.3,AMER2,,,,,,,,,,,,,ENSMPUP00000000644,94.2,0.0,1172
XP_004774420.1,OLA1,ENSP00000284719,100,1.54e-291,795,ENSCAFP00000041872,99.7,8.22e-289,788,,,,,ENSMPUP00000013803,100,1.54e-291,795
XP_004774422.3,CIR1,,,,,,,,,,,,,ENSMPUP00000018640,98.9,2.00e-206,585
XP_004774424.1,SCRN3,,,,,,,,,,,,,ENSMPUP00000013856,100,1.52e-302,825
XP_004774425.1,SCRN3,,,,,,,,,,,,,ENSMPUP00000013856,100,1.52e-302,825
XP_004774426.1,SCRN3,,,,,,,,,,,,,ENSMPUP00000013856,100,1.52e-302,825
XP_004774427.1,SCRN3,,,,,,,,,,,,,ENSMPUP00000013856,100,1.52e-302,825
XP_004774428.1,GPR155,,,,,,,,,,,,,ENSMPUP00000013858,100,0.0,1698
XP_004774429.1,GPR155,,,,,,,,,,,,,ENSMPUP00000013858,99.4,0.0,1501
XP_004774431.2,WIPF1,,,,,,,,,,,,,ENSMPUP00000013862,100,2.55e-242,679
XP_004774432.2,WIPF1,,,,,,,,,,,,,ENSMPUP00000013862,100,2.55e-242,679
XP_004774434.1,WIPF1,,,,,,,,,,,,,ENSMPUP00000013862,100,2.55e-242,679
XP_004774435.2,CHRNA1,,,,,,,,,,,,,ENSMPUP00000013869,100,0.0,1008
XP_004774436.2,CHRNA1,,,,,,,,,,,,,ENSMPUP00000013869,100,0.0,1008
XP_004774438.1,CHN1,ENSP00000386741,98.0,0.0,916,,,,,,,,,ENSMPUP00000013872,100,0.0,931
XP_004774441.1,ATP5MC3,ENSP00000284727,97.9,6.04e-85,251,,,,,,,,,ENSMPUP00000013881,100,5.21e-88,259
XP_004774442.1,ATF2,ENSP00000264110,99.2,0.0,922,ENSCAFP00000019690,99.8,0.0,926,,,,,ENSMPUP00000013878,100,0.0,926
XP_004774445.1,ATF2,ENSP00000264110,99.2,0.0,922,ENSCAFP00000019690,99.8,0.0,926,,,,,ENSMPUP00000013878,100,0.0,926
XP_004774448.1,LNPK,,,,,,,,,,,,,ENSMPUP00000013901,100,6.15e-269,741
XP_004774449.1,LNPK,,,,,,,,,,,,,ENSMPUP00000013901,100,6.15e-269,741
XP_004774452.1,HOXD13,,,,,,,,,ENSSSCP00000016931,97.9,6.01e-211,587,ENSMPUP00000013916,100,5.64e-216,599
XP_004774453.1,HOXD12,,,,,,,,,,,,,ENSMPUP00000013919,100,7.68e-188,522
XP_004774454.1,HOXD10,,,,,ENSCAFP00000019805,99.5,1.68e-293,801,,,,,ENSMPUP00000013943,100,3.53e-295,805
XP_004774455.1,HOXD9,,,,,,,,,,,,,ENSMPUP00000013947,100,1.59e-194,545
XP_004774456.1,HOXD3,,,,,ENSCAFP00000019824,98.4,2.03e-277,762,,,,,ENSMPUP00000013964,100,4.72e-285,781
XP_004774457.1,HOXD4,,,,,,,,,,,,,ENSMPUP00000013962,100,1.54e-171,480
XP_004774458.1,HOXD1,,,,,,,,,,,,,ENSMPUP00000013976,100,1.83e-213,592
XP_004774460.1,MTX2,ENSP00000249442,98.4,1.71e-181,506,ENSCAFP00000019775,100,2.62e-186,518,ENSSSCP00000027271,98.8,3.56e-184,513,ENSMPUP00000013986,100,6.20e-187,520
XP_004774461.1,MTX2,ENSP00000249442,98.5,5.09e-190,527,ENSCAFP00000019775,99.6,1.11e-194,539,ENSSSCP00000027271,98.9,1.06e-192,534,,,,
XP_004774462.1,MTX2,,,,,,,,,,,,,ENSMPUP00000013986,100,1.85e-197,546
XP_004774471.2,SI,,,,,,,,,,,,,ENSMPUP00000009565,99.6,0.0,3778
XP_004774473.1,SLITRK3,,,,,ENSCAFP00000021310,98.2,0.0,1585,,,,,ENSMPUP00000019108,100,0.0,1618
XP_004774474.1,SLITRK3,,,,,ENSCAFP00000021310,98.2,0.0,1585,,,,,ENSMPUP00000019108,100,0.0,1618
XP_004774475.1,BCHE,,,,,,,,,,,,,ENSMPUP00000009882,100,0.0,1330
XP_004774480.1,MAGOH,,,,,,,,,,,,,ENSMPUP00000006545,100,2.55e-102,296
XP_004774481.1,CZIB,ENSP00000294360,95.0,2.89e-110,317,,,,,ENSSSCP00000004166,96.3,2.48e-111,320,ENSMPUP00000006575,100,4.45e-114,327
XP_004774482.1,CZIB,,,,,,,,,ENSSSCP00000004166,96.2,3.56e-88,261,ENSMPUP00000006575,100,1.84e-90,267
XP_004774483.1,CZIB,,,,,,,,,ENSSSCP00000004166,96.2,1.52e-88,261,ENSMPUP00000006575,100,7.83e-91,267
XP_004774484.1,CPT2,,,,,,,,,,,,,ENSMPUP00000006583,100,0.0,1233
XP_004774487.1,SLC1A7,,,,,ENSCAFP00000028288,95.1,0.0,1041,,,,,ENSMPUP00000006594,100,0.0,1068
XP_004774492.1,SCP2,,,,,,,,,,,,,ENSMPUP00000006739,100,0.0,1089
XP_004774495.2,ECHDC2,,,,,,,,,,,,,ENSMPUP00000006752,99.3,2.50e-201,558
XP_004774496.1,ECHDC2,,,,,,,,,,,,,ENSMPUP00000006752,99.7,9.47e-204,565
XP_004774497.1,ECHDC2,,,,,,,,,,,,,ENSMPUP00000006752,100,1.91e-205,569
XP_004774502.1,ZYG11B,ENSP00000294353,99.5,0.0,1452,ENSCAFP00000005538,99.9,0.0,1456,,,,,ENSMPUP00000006769,100,0.0,1458
XP_004774503.1,LOC101686264,,,,,,,,,,,,,ENSMPUP00000006773,100,1.25e-173,483
XP_004774505.1,GPX7,,,,,,,,,,,,,ENSMPUP00000006798,100,2.21e-182,508
XP_004774506.1,PRPF38A,ENSP00000257181,100,5.22e-179,503,ENSCAFP00000005575,100,5.22e-179,503,,,,,ENSMPUP00000006841,100,5.22e-179,503
XP_004774509.1,TUT4,,,,,,,,,,,,,ENSMPUP00000006825,97.7,0.0,2909
XP_004774510.1,TUT4,,,,,,,,,,,,,ENSMPUP00000006825,97.7,0.0,2909
XP_004774511.1,TUT4,,,,,,,,,,,,,ENSMPUP00000006825,97.8,0.0,2910
XP_004774512.1,TUT4,,,,,,,,,,,,,ENSMPUP00000006825,98.0,0.0,2915
XP_004774513.1,TUT4,,,,,,,,,,,,,ENSMPUP00000006825,97.4,0.0,2892
XP_004774514.1,TUT4,,,,,,,,,,,,,ENSMPUP00000006825,97.8,0.0,2956
XP_004774516.1,ORC1,,,,,,,,,,,,,ENSMPUP00000006849,100,0.0,1636
XP_004774517.1,ORC1,,,,,,,,,,,,,ENSMPUP00000006849,100,0.0,1636
XP_004774518.1,ORC1,,,,,,,,,,,,,ENSMPUP00000006849,100,0.0,1636
XP_004774519.1,CC2D1B,,,,,,,,,,,,,ENSMPUP00000006872,100,0.0,1516
XP_004774522.1,ZFYVE9,,,,,,,,,,,,,ENSMPUP00000006895,100,0.0,2842
XP_004774523.1,ZFYVE9,,,,,,,,,,,,,ENSMPUP00000006895,100,0.0,2842
XP_004774526.1,BTF3L4,ENSP00000360664,100,3.52e-101,294,ENSCAFP00000005631,100,3.52e-101,294,,,,,ENSMPUP00000006911,100,4.18e-101,294
XP_004774528.1,TXNDC12,,,,,ENSCAFP00000039403,96.5,8.79e-120,342,,,,,ENSMPUP00000006964,100,6.70e-124,352
XP_004774530.1,RAB3B,ENSP00000360718,97.7,1.56e-152,429,ENSCAFP00000035608,98.6,7.82e-154,433,,,,,ENSMPUP00000006973,100,6.91e-156,437
XP_004774531.1,OSBPL9,,,,,,,,,,,,,ENSMPUP00000006996,100,0.0,1512
XP_004774533.1,OSBPL9,ENSP00000412733,97.9,0.0,1456,,,,,,,,,ENSMPUP00000006996,98.3,0.0,1474
XP_004774534.1,OSBPL9,,,,,ENSCAFP00000005746,99.0,0.0,1460,,,,,ENSMPUP00000006996,97.0,0.0,1458
XP_004774535.1,OSBPL9,ENSP00000412733,94.8,0.0,1402,ENSCAFP00000005746,97.3,0.0,1422,,,,,ENSMPUP00000006996,95.3,0.0,1420
XP_004774537.1,OSBPL9,,,,,ENSCAFP00000005746,98.9,0.0,1243,ENSSSCP00000022539,97.6,0.0,1227,ENSMPUP00000006996,100,0.0,1253
XP_004774538.1,NRDC,,,,,ENSCAFP00000005711,95.9,0.0,2261,,,,,,,,
XP_004774539.1,NRDC,,,,,,,,,,,,,ENSMPUP00000006976,100,0.0,2223
XP_004774541.1,EPS15,,,,,,,,,,,,,ENSMPUP00000007015,100,0.0,1369
XP_004774545.1,RNF11,ENSP00000242719,100,2.23e-111,319,,,,,ENSSSCP00000025712,100,2.23e-111,319,ENSMPUP00000007051,100,2.23e-111,319
XP_004774547.1,TTC39A,,,,,,,,,,,,,ENSMPUP00000007034,100,0.0,1157
XP_004774548.1,TTC39A,,,,,,,,,,,,,ENSMPUP00000007034,100,0.0,1098
XP_004774553.1,CDKN2C,,,,,ENSCAFP00000037876,98.2,1.68e-97,285,ENSSSCP00000004189,97.0,3.95e-96,282,ENSMPUP00000007075,100,4.13e-98,287
XP_004774555.1,DMRTA2,,,,,,,,,ENSSSCP00000020786,95.3,0.0,881,,,,
XP_004774557.1,DMRTA2,,,,,,,,,ENSSSCP00000020786,95.3,0.0,881,,,,
XP_004774559.1,ELAVL4,,,,,,,,,,,,,ENSMPUP00000007134,100,6.00e-264,724
XP_004774560.1,ELAVL4,,,,,,,,,,,,,ENSMPUP00000007134,100,3.20e-263,722
XP_004774561.1,ELAVL4,,,,,,,,,,,,,ENSMPUP00000007134,100,2.09e-265,728
XP_004774566.1,ELAVL4,,,,,,,,,,,,,ENSMPUP00000007134,100,5.87e-261,716
XP_004774571.1,LOC101680256,,,,,,,,,ENSSSCP00000000317,95.8,4.49e-208,577,,,,
XP_004774572.1,NEUROD4,,,,,ENSCAFP00000009509,97.3,2.44e-221,612,,,,,ENSMPUP00000018840,100,1.13e-226,625
XP_004774575.1,TESPA1,,,,,,,,,,,,,ENSMPUP00000005469,100,0.0,1061
XP_004774576.1,TESPA1,,,,,,,,,,,,,ENSMPUP00000005469,100,0.0,1061
XP_004774580.1,LOC101682772,,,,,,,,,,,,,ENSMPUP00000005504,100,1.57e-22,89.4
XP_004774582.1,PPP1R1A,,,,,,,,,,,,,ENSMPUP00000005524,100,4.18e-113,325
XP_004774585.1,PDE1B,,,,,,,,,,,,,ENSMPUP00000005578,100,0.0,983
XP_004774586.2,PDE1B,ENSP00000243052,96.8,0.0,947,ENSCAFP00000038470,97.4,0.0,957,,,,,ENSMPUP00000005578,100,0.0,974
XP_004774588.1,NCKAP1L,,,,,,,,,,,,,ENSMPUP00000005592,100,0.0,2216
XP_004774589.1,LOC101685080,,,,,,,,,,,,,ENSMPUP00000005619,100,1.13e-91,270
XP_004774591.1,LOC101685080,,,,,,,,,,,,,ENSMPUP00000005619,100,1.13e-91,270
XP_004774593.1,GTSF1,,,,,,,,,,,,,ENSMPUP00000019196,99.4,1.84e-105,305
XP_004774594.1,GTSF1,,,,,,,,,,,,,ENSMPUP00000019196,99.4,1.84e-105,305
XP_004774595.1,ITGA5,,,,,,,,,,,,,ENSMPUP00000005659,100,0.0,2182
XP_004774598.1,ZNF385A,ENSP00000338927,97.9,7.30e-267,732,,,,,ENSSSCP00000000307,97.9,6.93e-263,723,ENSMPUP00000005669,99.7,3.38e-272,745
XP_004774599.1,ZNF385A,ENSP00000338927,98.2,7.32e-269,737,,,,,ENSSSCP00000000307,98.2,6.95e-265,728,ENSMPUP00000005669,100,3.39e-274,750
XP_004774600.1,ZNF385A,ENSP00000338927,97.8,3.42e-253,696,,,,,ENSSSCP00000000307,97.8,4.78e-251,692,ENSMPUP00000005669,99.7,1.59e-258,710
XP_004774601.1,ZNF385A,ENSP00000338927,97.9,3.25e-232,642,,,,,ENSSSCP00000000307,97.9,4.48e-230,638,ENSMPUP00000005669,99.7,8.72e-237,654
XP_004774603.1,GPR84,,,,,,,,,,,,,ENSMPUP00000018849,100,1.03e-285,781
XP_004774610.1,NFE2,,,,,,,,,,,,,ENSMPUP00000005681,100,9.34e-254,697
XP_004774611.1,NFE2,,,,,,,,,,,,,ENSMPUP00000005681,100,9.34e-254,697
XP_004774612.1,NFE2,,,,,,,,,,,,,ENSMPUP00000005681,100,9.34e-254,697
XP_004774613.1,CBX5,,,,,,,,,ENSSSCP00000000298,99.5,6.49e-129,367,ENSMPUP00000005777,100,1.12e-129,369
XP_004774614.1,CBX5,,,,,,,,,ENSSSCP00000000298,99.5,6.49e-129,367,ENSMPUP00000005777,100,1.12e-129,369
XP_004774615.1,CBX5,,,,,,,,,ENSSSCP00000000298,99.5,6.49e-129,367,ENSMPUP00000005777,100,1.12e-129,369
XP_004774617.1,CBX5,,,,,,,,,ENSSSCP00000000298,99.0,3.46e-126,360,ENSMPUP00000005777,99.5,5.98e-127,362
XP_004774621.1,SMUG1,,,,,,,,,,,,,ENSMPUP00000005785,100,3.08e-202,558
XP_004774623.1,SMUG1,,,,,,,,,,,,,ENSMPUP00000005785,100,3.08e-202,558
XP_004774626.1,HOXC9,ENSP00000302836,99.6,8.42e-191,529,,,,,,,,,ENSMPUP00000005814,100,2.07e-191,530
XP_004774627.1,HOXC8,ENSP00000040584,99.6,1.37e-162,456,,,,,,,,,ENSMPUP00000005805,100,1.67e-163,458
XP_004774628.1,HOXC6,ENSP00000243108,100,7.25e-150,423,ENSCAFP00000009890,100,7.25e-150,423,ENSSSCP00000020769,100,7.25e-150,423,ENSMPUP00000005799,100,7.25e-150,423
XP_004774630.1,HOXC5,,,,,,,,,ENSSSCP00000026781,100,1.29e-157,442,ENSMPUP00000005793,100,1.29e-157,442
XP_004774638.1,HOXC10,,,,,,,,,,,,,ENSMPUP00000005820,100,1.73e-247,679
XP_004774639.1,HOXC11,,,,,ENSCAFP00000009922,97.7,8.43e-179,502,,,,,ENSMPUP00000005828,100,1.32e-184,517
XP_004774640.1,HOXC12,,,,,,,,,ENSSSCP00000000297,98.2,8.38e-195,541,ENSMPUP00000005838,99.6,1.90e-196,545
XP_004774641.2,HOXC13,ENSP00000243056,98.2,1.53e-221,612,ENSCAFP00000009935,95.7,1.17e-219,607,ENSSSCP00000000295,97.9,4.05e-222,614,ENSMPUP00000005842,99.1,2.66e-224,619
XP_004774642.1,CALCOCO1,,,,,,,,,,,,,ENSMPUP00000005867,96.6,0.0,1040
XP_004774643.1,CALCOCO1,,,,,,,,,,,,,ENSMPUP00000005867,100,0.0,1054
XP_004774644.1,CALCOCO1,,,,,,,,,,,,,ENSMPUP00000005867,97.9,0.0,936
XP_004774651.1,TARBP2,,,,,,,,,ENSSSCP00000000291,97.0,5.20e-254,697,ENSMPUP00000005893,100,8.44e-262,717
XP_004774654.2,TARBP2,,,,,,,,,ENSSSCP00000000291,96.8,6.43e-238,656,ENSMPUP00000005893,100,1.05e-245,676
XP_004774665.1,MAP3K12,,,,,ENSCAFP00000010290,98.3,0.0,1671,,,,,ENSMPUP00000005902,100,0.0,1707
XP_004774666.1,MAP3K12,,,,,ENSCAFP00000010290,95.1,0.0,1600,,,,,ENSMPUP00000005902,96.2,0.0,1623
XP_004774667.1,MAP3K12,,,,,ENSCAFP00000010290,98.3,0.0,1671,,,,,ENSMPUP00000005902,100,0.0,1707
XP_004774668.1,MAP3K12,,,,,ENSCAFP00000010290,98.3,0.0,1671,,,,,ENSMPUP00000005902,100,0.0,1707
