protein,gene_id,orth_id,pident,evalue,score
XP_004770607.1,TMEM128,ENSMPUP00000007919,100,1.42e-117,336
XP_004770608.1,DRD5,ENSMPUP00000019672,100,0.0,934
XP_004770611.1,WDR1,ENSMPUP00000007991,96.3,0.0,1152
XP_004770617.2,HS3ST1,ENSMPUP00000019677,99.7,1.30e-232,639
XP_004770618.2,HS3ST1,ENSMPUP00000019677,99.7,1.30e-232,639
XP_004770623.1,OTOP1,ENSMPUP00000007950,100,0.0,1207
XP_004770627.1,LOC101673923,ENSMPUP00000001924,100,2.61e-146,412
XP_004770634.1,LOC101675687,ENSMPUP00000001927,100,7.01e-198,547
XP_004770635.1,LOC101675687,ENSMPUP00000001927,100,2.63e-199,550
XP_004770636.1,BRD2,ENSMPUP00000001938,100,0.0,1295
XP_004770638.1,BRD2,ENSMPUP00000001938,100,0.0,1202
XP_004770639.1,BRD2,ENSMPUP00000001938,100,0.0,1053
XP_004770649.1,SLC39A7,ENSMPUP00000002252,100,2.97e-257,714
XP_004770652.1,RXRB,ENSMPUP00000002249,99.3,0.0,938
XP_004770653.1,RXRB,ENSMPUP00000002249,100,0.0,944
XP_004770655.1,RING1,ENSMPUP00000002255,100,7.60e-212,594
XP_004770656.1,VPS52,ENSMPUP00000002276,100,0.0,1370
XP_004770658.1,RPS18,ENSMPUP00000002282,100,4.70e-103,298
XP_004770659.1,B3GALT4,ENSMPUP00000018666,100,2.12e-275,753
XP_004770660.1,PFDN6,ENSMPUP00000002337,100,1.13e-74,224
XP_004770661.1,PFDN6,ENSMPUP00000002337,100,1.13e-74,224
XP_004770662.1,PFDN6,ENSMPUP00000002337,100,1.13e-74,224
XP_004770663.2,RGL2,ENSMPUP00000002349,99.9,0.0,1457
XP_004770666.2,LOC101683633,ENSMPUP00000002356,99.6,0.0,898
XP_004770668.2,DAXX,ENSMPUP00000002378,99.0,0.0,1228
XP_004770671.2,DAXX,ENSMPUP00000002378,98.8,0.0,1237
XP_004770672.2,DAXX,ENSMPUP00000002378,98.8,0.0,1237
XP_004770683.2,PHF1,ENSMPUP00000002388,99.8,0.0,1117
XP_004770684.1,CUTA,ENSMPUP00000002394,100,1.07e-77,237
XP_004770688.1,ZBTB9,ENSMPUP00000018669,100,0.0,893
XP_004770690.1,BAK1,ENSMPUP00000002412,100,9.10e-148,416
XP_004770691.1,BAK1,ENSMPUP00000002412,100,9.10e-148,416
XP_004770694.3,LOC101689877,ENSMPUP00000002431,98.6,1.60e-143,423
XP_004770695.1,LOC101690338,ENSMPUP00000003002,100,2.34e-93,272
XP_004770696.1,IP6K3,ENSMPUP00000003022,100,8.00e-298,811
XP_004770710.1,LOC101693633,ENSMPUP00000003080,100,5.29e-121,345
XP_004770711.1,PACSIN1,ENSMPUP00000003108,100,2.33e-299,819
XP_004770712.1,PACSIN1,ENSMPUP00000003108,100,2.33e-299,819
XP_004770713.1,PACSIN1,ENSMPUP00000003108,100,2.33e-299,819
XP_004770714.1,PACSIN1,ENSMPUP00000003108,100,2.33e-299,819
XP_004770719.1,SPDEF,ENSMPUP00000003134,100,1.80e-250,686
XP_004770721.1,SNRPC,ENSMPUP00000003177,98.1,3.39e-58,185
XP_004770722.1,TAF11,ENSMPUP00000003208,100,8.64e-137,388
XP_004770723.1,TAF11,ENSMPUP00000003208,100,4.03e-81,245
XP_004770735.2,ZNF76,ENSMPUP00000003492,99.8,8.78e-212,607
XP_004770737.2,ZNF76,ENSMPUP00000003492,88.6,1.00e-157,468
XP_004770738.2,ZNF76,ENSMPUP00000003492,99.8,1.29e-164,484
XP_004770739.1,DEF6,ENSMPUP00000003504,100,0.0,941
XP_004770745.1,FKBP5,ENSMPUP00000003719,100,0.0,898
XP_004770746.1,FKBP5,ENSMPUP00000003719,100,0.0,898
XP_004770747.1,FKBP5,ENSMPUP00000003719,100,0.0,898
XP_004770749.1,FKBP5,ENSMPUP00000003719,100,0.0,898
XP_004770750.1,FKBP5,ENSMPUP00000003719,100,0.0,898
XP_004770751.1,FKBP5,ENSMPUP00000003719,93.9,2.20e-305,834
XP_004770753.2,ARMC12,ENSMPUP00000003726,82.1,6.26e-225,627
XP_004770760.2,ARMC12,ENSMPUP00000003726,79.4,2.73e-182,516
XP_004770761.2,ARMC12,ENSMPUP00000003726,100,9.55e-240,661
XP_004770763.1,CLPS,ENSMPUP00000003750,100,2.76e-76,227
XP_004770770.1,MAPK14,ENSMPUP00000003896,100,1.07e-266,729
XP_004770773.1,MAPK13,ENSMPUP00000004034,100,1.41e-265,727
XP_004770778.1,ETV7,ENSMPUP00000004065,100,5.58e-249,682
XP_004770779.1,COL12A1,ENSMPUP00000004087,100,0.0,5519
XP_004770780.1,COL12A1,ENSMPUP00000004087,100,0.0,5524
XP_004770781.1,COL12A1,ENSMPUP00000004087,100,0.0,3205
XP_004770782.1,SLC17A5,ENSMPUP00000004223,100,0.0,897
XP_004770783.1,SLC17A5,ENSMPUP00000004223,100,0.0,957
XP_004770784.1,MTO1,ENSMPUP00000004290,100,0.0,1363
XP_004770785.1,CGAS,ENSMPUP00000004302,100,0.0,1034
XP_004770786.1,DDX43,ENSMPUP00000004309,100,0.0,1238
XP_004770788.1,LOC101688630,ENSMPUP00000004319,100,2.04e-102,296
XP_004770790.1,LOC101689479,ENSMPUP00000004333,100,1.57e-118,339
XP_004770801.2,MLN,ENSMPUP00000003049,100,8.59e-67,204
XP_004770814.1,EXOSC8,ENSMPUP00000001815,100,3.07e-201,556
XP_004770822.1,SUPT20H,ENSMPUP00000001810,99.9,0.0,1429
XP_004770825.1,SUPT20H,ENSMPUP00000001810,89.4,0.0,1293
XP_004770827.1,ALG5,ENSMPUP00000001819,100,1.76e-231,637
XP_004770838.1,CCNA1,ENSMPUP00000001827,100,4.58e-308,839
XP_004770839.1,CCNA1,ENSMPUP00000001827,100,4.58e-308,839
XP_004770840.2,SPART,ENSMPUP00000001831,100,0.0,1256
XP_004770842.1,SPART,ENSMPUP00000001831,100,0.0,1256
XP_004770848.1,MAB21L1,ENSMPUP00000018651,100,5.99e-268,732
XP_004770849.2,NBEA,ENSMPUP00000001861,99.0,0.0,5586
XP_004770853.1,RFC3,ENSMPUP00000001870,100,6.64e-259,709
XP_004770855.1,STARD13,ENSMPUP00000001874,98.2,0.0,2129
XP_004770857.1,STARD13,ENSMPUP00000001874,100,0.0,2145
XP_004770859.2,STARD13,ENSMPUP00000001874,97.1,0.0,2199
XP_004770860.1,PDS5B,ENSMPUP00000001889,99.9,0.0,2582
XP_004770861.1,PDS5B,ENSMPUP00000001889,100,0.0,2589
XP_004770862.1,PDS5B,ENSMPUP00000001889,97.6,0.0,2568
XP_004770863.1,PDS5B,ENSMPUP00000001889,97.7,0.0,2575
XP_004770864.1,PDS5B,ENSMPUP00000001889,95.9,0.0,2464
XP_004770865.1,PDS5B,ENSMPUP00000001889,99.9,0.0,2582
XP_004770867.1,BRCA2,ENSMPUP00000001928,100,0.0,5863
XP_004770875.2,N4BP2L2,ENSMPUP00000001904,99.1,0.0,1155
XP_004770877.1,ZAR1L,ENSMPUP00000001931,100,5.67e-232,638
XP_004770879.2,LOC101691297,ENSMPUP00000001824,100,4.60e-170,478
XP_004770883.1,GBE1,ENSMPUP00000014847,100,0.0,1457
XP_004770884.1,ROBO1,ENSMPUP00000014854,99.8,0.0,3167
XP_004770885.1,ROBO1,ENSMPUP00000014854,100,0.0,3172
XP_004770886.1,ROBO1,ENSMPUP00000014854,99.3,0.0,3138
XP_004770888.1,ROBO1,ENSMPUP00000014854,99.7,0.0,3112
XP_004770889.1,ROBO1,ENSMPUP00000014854,99.9,0.0,3117
XP_004770890.1,ROBO1,ENSMPUP00000014854,99.2,0.0,3083
XP_004770891.1,ROBO1,ENSMPUP00000014854,96.4,0.0,3031
XP_004770892.1,ROBO1,ENSMPUP00000014854,95.7,0.0,2947
XP_004770894.1,AGPAT4,ENSMPUP00000004569,100,8.73e-282,769
XP_004770895.1,AGPAT4,ENSMPUP00000004569,100,8.73e-282,769
XP_004770897.1,AGPAT4,ENSMPUP00000004569,100,8.73e-282,769
XP_004770898.2,PLG,ENSMPUP00000004597,99.9,0.0,1739
XP_004770899.1,SLC22A2,ENSMPUP00000004633,100,0.0,1115
XP_004770900.1,LOC101674581,ENSMPUP00000004648,94.1,0.0,1098
XP_004770901.1,LOC101674581,ENSMPUP00000004648,100,0.0,1116
XP_004770902.1,LOC101674581,ENSMPUP00000004648,100,1.66e-313,861
XP_004770905.1,MAS1,ENSMPUP00000019489,100,7.11e-227,625
XP_004770906.1,PNLDC1,ENSMPUP00000004880,100,0.0,1084
XP_004770908.1,PNLDC1,ENSMPUP00000004880,100,0.0,918
XP_004770910.1,ACAT2,ENSMPUP00000004991,99.5,1.30e-270,743
XP_004770912.1,TCP1,ENSMPUP00000004981,100,0.0,1064
XP_004770913.1,MRPL18,ENSMPUP00000004969,98.8,5.19e-116,335
XP_004770914.1,MRPL18,ENSMPUP00000004969,100,7.16e-132,373
XP_004770915.1,LOC101678331,ENSMPUP00000004997,100,3.29e-261,718
XP_004770916.1,LOC101678331,ENSMPUP00000004997,100,3.29e-261,718
XP_004770917.1,SOD2,ENSMPUP00000005006,100,1.77e-164,459
XP_004770918.1,LOC101679335,ENSMPUP00000005129,100,0.0,1393
XP_004770921.1,SYTL3,ENSMPUP00000005158,100,0.0,1171
XP_004770925.1,TULP4,ENSMPUP00000005252,100,0.0,2988
XP_004770932.1,SERAC1,ENSMPUP00000005266,100,0.0,1306
XP_004770933.1,SERAC1,ENSMPUP00000005266,100,0.0,1306
XP_004770934.1,SERAC1,ENSMPUP00000005266,100,0.0,1306
XP_004770936.1,SERAC1,ENSMPUP00000005266,100,0.0,1306
XP_004770937.1,SERAC1,ENSMPUP00000005266,100,0.0,1306
XP_004770938.1,SERAC1,ENSMPUP00000005266,100,0.0,1167
XP_004770946.1,ZDHHC14,ENSMPUP00000005312,100,0.0,986
XP_004770948.1,ZDHHC14,ENSMPUP00000005312,96.9,0.0,941
XP_004770952.1,TMEM242,ENSMPUP00000005324,100,2.49e-95,278
XP_004770964.3,IGF2R,ENSMPUP00000004848,99.1,0.0,5029
XP_004770975.1,EML4,ENSMPUP00000008794,100,0.0,1947
XP_004770976.1,EML4,ENSMPUP00000008794,98.9,0.0,1920
XP_004770977.1,EML4,ENSMPUP00000008794,94.2,0.0,1850
XP_004770978.1,EML4,ENSMPUP00000008794,93.0,0.0,1823
XP_004770979.1,LOC101672219,ENSMPUP00000008805,100,9.53e-93,271
XP_004770982.1,NEURL3,ENSMPUP00000008844,100,2.72e-186,516
XP_004770983.1,ITPRIPL1,ENSMPUP00000018521,100,0.0,1108
XP_004770984.1,ITPRIPL1,ENSMPUP00000018521,100,0.0,1108
XP_004770985.1,SNRNP200,ENSMPUP00000008879,100,0.0,4194
XP_004770989.1,CIAO1,ENSMPUP00000008907,100,8.86e-142,411
XP_004770990.1,TMEM127,ENSMPUP00000008921,100,9.80e-166,464
XP_004770991.1,ADRA2B,ENSMPUP00000018523,100,0.0,871
XP_004770992.1,FAHD2A,ENSMPUP00000009029,100,1.83e-232,639
XP_004770993.1,FAHD2A,ENSMPUP00000009029,100,1.83e-232,639
XP_004770997.1,GPAT2,ENSMPUP00000009010,100,0.0,1586
XP_004770999.1,KCNIP3,ENSMPUP00000009039,100,1.30e-206,571
XP_004771004.1,PROM2,ENSMPUP00000009048,100,0.0,1587
XP_004771008.1,MAL,ENSMPUP00000009194,100,1.15e-99,290
XP_004771013.2,MALL,ENSMPUP00000009200,100,2.41e-101,294
XP_004771014.1,MALL,ENSMPUP00000009200,100,2.41e-101,294
XP_004771017.1,NPHP1,ENSMPUP00000009209,100,0.0,1252
XP_004771018.1,NPHP1,ENSMPUP00000009209,99.9,0.0,1245
XP_004771019.2,LOC101682456,ENSMPUP00000009226,93.2,0.0,1458
XP_004771031.1,ACOXL,ENSMPUP00000009373,100,0.0,1338
XP_004771033.1,ACOXL,ENSMPUP00000009373,100,0.0,1247
XP_004771035.1,LOC101686344,ENSMPUP00000009401,100,1.65e-151,427
XP_004771037.1,LOC101686344,ENSMPUP00000009401,100,1.65e-151,427
XP_004771045.1,ANAPC1,ENSMPUP00000009411,100,0.0,3876
XP_004771046.1,ANAPC1,ENSMPUP00000009411,100,0.0,3876
XP_004771047.1,TMEM87B,ENSMPUP00000009462,100,0.0,1082
XP_004771048.1,TMEM87B,ENSMPUP00000009462,96.8,0.0,1047
XP_004771050.1,ZC3H8,ENSMPUP00000009485,100,1.10e-154,442
XP_004771051.1,ZC3H8,ENSMPUP00000009485,100,1.10e-154,442
XP_004771052.1,TTL,ENSMPUP00000009557,100,5.45e-280,764
XP_004771054.1,CHCHD5,ENSMPUP00000009626,100,2.77e-71,215
XP_004771055.1,SLC20A1,ENSMPUP00000009635,100,0.0,1248
XP_004771057.2,IL1A,ENSMPUP00000009661,99.6,1.29e-190,529
XP_004771064.2,ASTL,ENSMPUP00000008952,99.3,9.60e-317,862
XP_004771073.1,PDE4DIPP2,ENSMPUP00000001374,100,0.0,4224
XP_004771085.1,PDE4DIPP2,ENSMPUP00000001374,99.4,0.0,4075
XP_004771093.1,SEC22B,ENSMPUP00000001386,100,3.40e-145,410
XP_004771094.1,NOTCH2,ENSMPUP00000001388,100,0.0,2487
XP_004771095.1,ADAM30,ENSMPUP00000019258,100,0.0,1527
XP_004771096.1,REG4,ENSMPUP00000001398,100,2.13e-120,342
XP_004771097.1,HMGCS2,ENSMPUP00000001436,100,0.0,1003
XP_004771098.1,PHGDH,ENSMPUP00000001442,100,0.0,1042
XP_004771099.1,ZNF697,ENSMPUP00000001446,100,1.67e-166,490
XP_004771101.1,LOC101680243,ENSMPUP00000001450,100,6.30e-276,757
XP_004771103.1,HAO2,ENSMPUP00000001477,87.9,1.07e-253,699
XP_004771105.1,HAO2,ENSMPUP00000001477,98.9,1.49e-262,720
XP_004771106.1,WARS2,ENSMPUP00000001526,100,1.24e-256,704
XP_004771107.1,TBX15,ENSMPUP00000001534,100,0.0,1182
XP_004771108.1,TBX15,ENSMPUP00000001534,100,0.0,983
XP_004771110.1,WDR3,ENSMPUP00000001549,100,0.0,1209
XP_004771111.1,WDR3,ENSMPUP00000001549,100,0.0,1209
XP_004771113.1,GDAP2,ENSMPUP00000001559,100,0.0,989
XP_004771114.1,GDAP2,ENSMPUP00000001559,100,0.0,989
XP_004771116.1,TENT5C,ENSMPUP00000001565,100,6.33e-286,781
XP_004771118.1,TENT5C,ENSMPUP00000001565,100,6.33e-286,781
XP_004771119.1,MAN1A2,ENSMPUP00000001569,100,0.0,1282
XP_004771124.1,TTF2,ENSMPUP00000001590,100,0.0,2272
XP_004771126.1,CD2,ENSMPUP00000001610,100,2.79e-194,545
XP_004771130.1,CD58,ENSMPUP00000001615,100,5.06e-181,503
XP_004771133.1,CD58,ENSMPUP00000001615,93.8,1.99e-150,425
XP_004771136.1,ATP1A1,ENSMPUP00000001621,100,0.0,2014
XP_004771138.1,MAB21L3,ENSMPUP00000001627,100,8.23e-272,742
XP_004771142.1,SLC22A15,ENSMPUP00000001641,100,0.0,1058
XP_004771144.1,SLC22A15,ENSMPUP00000001641,86.8,0.0,880
XP_004771146.2,CASQ2,ENSMPUP00000001648,100,0.0,902
XP_004771148.2,VANGL1,ENSMPUP00000001654,100,0.0,932
XP_004771150.2,VANGL1,ENSMPUP00000001654,100,0.0,932
XP_004771153.1,NGF,ENSMPUP00000019262,100,4.16e-177,493
XP_004771159.1,WNT7B,ENSMPUP00000016131,100,1.03e-265,726
XP_004771162.3,FAM118A,ENSMPUP00000016146,99.5,3.18e-268,735
XP_004771170.2,FAM118A,ENSMPUP00000016146,98.3,3.24e-243,672
XP_004771171.2,SMC1B,ENSMPUP00000016141,99.9,0.0,1985
XP_004771173.2,SMC1B,ENSMPUP00000016141,99.7,0.0,1667
XP_004771176.2,RIBC2,ENSMPUP00000016138,99.7,3.20e-247,681
XP_004771179.2,UPK3A,ENSMPUP00000016149,99.7,3.19e-204,565
XP_004771181.1,KIAA0930,ENSMPUP00000016150,100,2.96e-280,768
XP_004771182.1,KIAA0930,ENSMPUP00000016150,99.0,1.30e-286,783
XP_004771186.1,NUP50,ENSMPUP00000016156,100,1.19e-297,816
XP_004771187.1,NUP50,ENSMPUP00000016156,100,4.29e-258,716
XP_004771189.1,PHF21B,ENSMPUP00000016158,100,0.0,912
XP_004771197.1,PRR5,ENSMPUP00000016165,100,1.39e-279,764
XP_004771207.1,PARVG,ENSMPUP00000016170,100,6.06e-226,624
XP_004771211.1,PARVB,ENSMPUP00000016171,100,1.40e-219,607
XP_004771216.1,SAMM50,ENSMPUP00000016173,98.9,0.0,926
XP_004771217.1,PNPLA3,ENSMPUP00000016174,100,0.0,882
XP_004771218.1,PNPLA3,ENSMPUP00000016174,100,1.51e-269,739
XP_004771220.1,PNPLA5,ENSMPUP00000016179,100,0.0,894
XP_004771222.1,PNPLA5,ENSMPUP00000016179,98.4,3.51e-235,654
XP_004771223.2,EFCAB6,ENSMPUP00000016181,99.8,0.0,3019
XP_004771230.2,MPPED1,ENSMPUP00000016184,100,7.09e-280,762
XP_004771234.1,TTLL1,ENSMPUP00000016196,100,0.0,864
XP_004771235.1,TTLL1,ENSMPUP00000016196,100,0.0,864
XP_004771236.1,TTLL1,ENSMPUP00000016196,100,0.0,864
XP_004771241.1,PACSIN2,ENSMPUP00000016197,99.6,0.0,904
XP_004771242.1,PACSIN2,ENSMPUP00000016197,99.6,0.0,904
XP_004771245.1,ARFGAP3,ENSMPUP00000016198,100,0.0,1011
XP_004771250.1,LOC101693176,ENSMPUP00000016200,100,6.98e-209,577
XP_004771251.1,POLDIP3,ENSMPUP00000016211,100,5.39e-275,755
XP_004771252.1,POLDIP3,ENSMPUP00000016211,92.4,1.26e-244,677
XP_004771256.1,RRP7A,ENSMPUP00000016212,100,1.15e-198,550
XP_004771258.1,NFAM1,ENSMPUP00000016219,100,1.45e-187,521
XP_004771264.1,LOC101672586,ENSMPUP00000016227,100,0.0,1000
XP_004771266.2,NDUFA6,ENSMPUP00000016230,100,3.08e-87,257
XP_004771267.1,NAGA,ENSMPUP00000016232,100,4.05e-315,856
XP_004771268.1,PHETA2,ENSMPUP00000019464,100,7.24e-189,524
XP_004771275.1,CENPM,ENSMPUP00000016258,100,6.69e-90,268
XP_004771276.1,CENPM,ENSMPUP00000016258,100,3.02e-124,354
XP_004771277.1,CENPM,ENSMPUP00000016258,97.8,4.25e-56,180
XP_004771278.1,TNFRSF13C,ENSMPUP00000016263,100,2.95e-89,266
XP_004771279.1,TNFRSF13C,ENSMPUP00000016263,99.5,7.74e-87,260
XP_004771287.1,XRCC6,ENSMPUP00000016279,100,0.0,1112
XP_004771288.1,XRCC6,ENSMPUP00000016279,100,0.0,1131
XP_004771290.1,SNU13,ENSMPUP00000016281,100,7.20e-84,248
XP_004771291.1,SNU13,ENSMPUP00000016281,100,7.20e-84,248
XP_004771293.1,DESI1,ENSMPUP00000016282,100,1.85e-119,341
XP_004771294.1,CSDC2,ENSMPUP00000016288,100,7.06e-111,318
XP_004771296.1,PMM1,ENSMPUP00000016287,100,1.98e-190,528
XP_004771297.1,PMM1,ENSMPUP00000016287,99.5,3.81e-154,434
XP_004771298.1,POLR3H,ENSMPUP00000016291,100,6.21e-147,413
XP_004771300.1,TOB2,ENSMPUP00000019466,100,5.29e-220,609
XP_004771301.1,PHF5A,ENSMPUP00000016294,100,1.32e-82,243
XP_004771303.1,ACO2,ENSMPUP00000016292,100,0.0,1588
XP_004771304.1,TEF,ENSMPUP00000016303,100,1.90e-204,567
XP_004771317.1,RANGAP1,ENSMPUP00000016307,100,1.38e-302,840
XP_004771318.1,RANGAP1,ENSMPUP00000016307,100,1.38e-302,840
XP_004771320.1,L3MBTL2,ENSMPUP00000016321,100,0.0,1380
XP_004771322.1,EP300,ENSMPUP00000016323,100,0.0,4197
XP_004771323.1,RBX1,ENSMPUP00000016326,100,4.64e-82,241
XP_004771325.1,DNAJB7,ENSMPUP00000019468,100,3.77e-217,599
XP_004771327.3,SLC25A17,ENSMPUP00000016332,100,2.04e-212,593
XP_004771328.1,MCHR1,ENSMPUP00000016333,100,4.39e-304,829
XP_004771332.1,MRTFA,ENSMPUP00000016334,100,0.0,1684
XP_004771333.1,MRTFA,ENSMPUP00000016334,98.4,0.0,1530
XP_004771334.1,MRTFA,ENSMPUP00000016334,98.7,0.0,1524
XP_004771335.1,MRTFA,ENSMPUP00000016334,99.9,0.0,1523
XP_004771337.1,ADSL,ENSMPUP00000016337,100,0.0,962
XP_004771357.1,KCNV1,ENSMPUP00000005651,100,0.0,961
XP_004771362.1,EBAG9,ENSMPUP00000005662,100,1.69e-112,327
XP_004771363.1,EBAG9,ENSMPUP00000005662,100,1.69e-112,327
XP_004771364.1,NUDCD1,ENSMPUP00000005836,100,0.0,1177
XP_004771366.1,ENY2,ENSMPUP00000005825,100,2.22e-52,166
XP_004771367.1,TRHR,ENSMPUP00000005844,100,6.92e-280,766
XP_004771370.1,EIF3E,ENSMPUP00000005874,100,0.0,884
XP_004771377.1,ABRA,ENSMPUP00000005897,100,1.01e-272,746
XP_004771378.1,OXR1,ENSMPUP00000005906,100,0.0,1670
XP_004771380.1,OXR1,ENSMPUP00000005906,96.9,0.0,1607
XP_004771381.1,OXR1,ENSMPUP00000005906,96.3,0.0,1588
XP_004771382.1,OXR1,ENSMPUP00000005906,100,0.0,1533
XP_004771383.1,OXR1,ENSMPUP00000005906,91.5,0.0,1513
XP_004771384.1,OXR1,ENSMPUP00000005906,100,7.47e-152,451
XP_004771386.1,ZFPM2,ENSMPUP00000005934,100,0.0,2309
XP_004771387.1,ZFPM2,ENSMPUP00000005934,99.9,0.0,2181
XP_004771392.2,ZNF77,ENSMPUP00000003285,100,6.91e-176,524
XP_004771395.1,TLE6,ENSMPUP00000003287,67.1,3.72e-234,665
XP_004771396.1,TLE6,ENSMPUP00000003287,67.5,1.54e-239,678
XP_004771398.1,TLE6,ENSMPUP00000003287,95.3,0.0,997
XP_004771399.1,TLE6,ENSMPUP00000003287,67.5,7.65e-241,679
XP_004771400.1,TLE6,ENSMPUP00000003287,67.5,7.65e-241,679
XP_004771402.1,TLE6,ENSMPUP00000003287,67.5,7.65e-241,679
XP_004771405.1,GNA15,ENSMPUP00000003676,100,5.03e-279,761
XP_004771407.2,S1PR4,ENSMPUP00000019573,99.5,1.94e-268,736
XP_004771432.2,DOHH,ENSMPUP00000003838,99.7,1.66e-214,592
XP_004771433.2,DOHH,ENSMPUP00000003838,99.7,1.66e-214,592
XP_004771445.1,TBXA2R,ENSMPUP00000003999,100,4.40e-246,676
XP_004771446.1,TBXA2R,ENSMPUP00000003999,100,4.40e-246,676
XP_004771447.2,CACTIN,ENSMPUP00000004002,100,0.0,1175
XP_004771462.1,APBA3,ENSMPUP00000004111,100,0.0,1140
XP_004771466.1,ATCAY,ENSMPUP00000004419,100,3.60e-266,729
XP_004771467.1,ATCAY,ENSMPUP00000004419,100,3.60e-266,729
XP_004771468.1,DAPK3,ENSMPUP00000004433,98.2,8.85e-301,827
XP_004771471.1,DAPK3,ENSMPUP00000004433,100,0.0,867
XP_004771472.1,DAPK3,ENSMPUP00000004433,100,0.0,867
XP_004771473.1,DAPK3,ENSMPUP00000004433,100,0.0,867
XP_004771478.1,MAP2K2,ENSMPUP00000004678,100,4.08e-289,789
XP_004771480.2,CREB3L3,ENSMPUP00000004686,99.2,0.0,880
XP_004771484.1,SIRT6,ENSMPUP00000004703,100,9.88e-242,666
XP_004771486.1,EBI3,ENSMPUP00000004851,99.6,3.44e-165,461
XP_004771490.1,YJU2,ENSMPUP00000004866,100,2.26e-190,533
XP_004771492.1,SHD,ENSMPUP00000004874,100,6.55e-251,687
XP_004771493.1,SHD,ENSMPUP00000004874,97.4,1.83e-241,663
XP_004771494.2,TMIGD2,ENSMPUP00000004886,99.7,6.07e-252,690
XP_004771495.1,TMIGD2,ENSMPUP00000004886,96.5,5.85e-240,659
XP_004771500.1,STAP2,ENSMPUP00000004905,100,7.50e-302,822
XP_004771506.2,SH3GL1,ENSMPUP00000004965,100,2.15e-261,716
XP_004771511.2,CHAF1A,ENSMPUP00000004982,99.9,0.0,1815
XP_004771512.2,CHAF1A,ENSMPUP00000004982,98.4,0.0,1769
XP_004771513.2,CHAF1A,ENSMPUP00000004982,99.9,0.0,1681
XP_004771514.2,CHAF1A,ENSMPUP00000004982,99.9,0.0,1637
XP_004771516.2,UBXN6,ENSMPUP00000004988,100,3.37e-307,838
XP_004771517.1,UBXN6,ENSMPUP00000004988,100,4.96e-270,742
XP_004771524.2,PLIN5,ENSMPUP00000005061,99.1,1.47e-314,859
XP_004771526.1,TNFAIP8L1,ENSMPUP00000019575,100,6.43e-123,352
XP_004771527.1,TNFAIP8L1,ENSMPUP00000019575,100,6.43e-123,352
XP_004771528.1,MYDGF,ENSMPUP00000005176,100,1.91e-119,341
XP_004771529.1,DPP9,ENSMPUP00000005200,100,0.0,1858
XP_004771533.1,FEM1A,ENSMPUP00000005213,97.7,0.0,1155
XP_004771537.1,TICAM1,ENSMPUP00000005217,93.3,0.0,1179
XP_004771538.1,TICAM1,ENSMPUP00000005217,93.3,0.0,1179
XP_004771540.1,PLIN3,ENSMPUP00000005221,98.3,4.04e-237,660
XP_004771541.1,PLIN3,ENSMPUP00000005221,98.1,5.24e-235,655
XP_004771553.2,PTPRS,ENSMPUP00000005270,98.1,0.0,3804
XP_004771554.2,PTPRS,ENSMPUP00000005270,97.7,0.0,3795
XP_004771557.2,PTPRS,ENSMPUP00000005270,99.7,0.0,3830
XP_004771562.2,SAFB2,ENSMPUP00000006055,97.1,0.0,1471
XP_004771563.2,SAFB2,ENSMPUP00000006055,97.0,0.0,1464
XP_004771564.2,SAFB2,ENSMPUP00000006055,99.2,0.0,1476
XP_004771570.1,HSD11B1L,ENSMPUP00000006094,90.7,1.11e-173,490
XP_004771571.1,HSD11B1L,ENSMPUP00000006094,90.7,1.11e-173,490
XP_004771572.1,HSD11B1L,ENSMPUP00000006094,90.7,1.11e-173,490
XP_004771574.1,HSD11B1L,ENSMPUP00000006094,100,3.75e-201,559
XP_004771577.1,HSD11B1L,ENSMPUP00000006094,90.7,3.79e-174,489
XP_004771580.1,MICOS13,ENSMPUP00000006084,100,5.65e-81,239
XP_004771581.1,RPL36,ENSMPUP00000006114,100,4.73e-65,199
XP_004771582.1,LONP1,ENSMPUP00000006104,100,0.0,1799
XP_004771586.2,CATSPERD,ENSMPUP00000006123,99.8,0.0,1350
XP_004771594.2,DUS3L,ENSMPUP00000006136,99.1,0.0,1274
XP_004771606.1,RANBP3,ENSMPUP00000006252,95.1,1.35e-287,793
XP_004771610.2,CAPS,ENSMPUP00000006215,100,2.97e-110,322
XP_004771612.1,VMAC,ENSMPUP00000006207,100,1.32e-50,167
XP_004771613.1,NDUFA11,ENSMPUP00000006147,100,9.04e-98,284
XP_004771615.1,RFX2,ENSMPUP00000006275,89.9,0.0,1298
XP_004771619.2,LOC101686059,ENSMPUP00000006296,100,0.0,1350
XP_004771620.1,LOC101686059,ENSMPUP00000006296,100,0.0,1317
XP_004771621.1,ACSBG2,ENSMPUP00000006458,99.1,0.0,1340
XP_004771622.1,ACSBG2,ENSMPUP00000006458,100,0.0,1346
XP_004771627.1,ACER1,ENSMPUP00000006490,100,1.35e-193,536
XP_004771628.1,LOC101688054,ENSMPUP00000006497,100,5.90e-193,535
XP_004771636.1,GTF2F1,ENSMPUP00000006510,100,5.45e-249,697
XP_004771642.1,SLC25A41,ENSMPUP00000006835,100,3.23e-272,744
XP_004771645.1,SLC25A41,ENSMPUP00000006835,86.1,9.90e-224,619
XP_004771648.1,DENND1C,ENSMPUP00000006891,100,0.0,1439
